776613 <1v1> 776614
3890763 <1v1> 3890761
4024036 <1v1> 4024035
4474993 <1v1> 4474994
6423968 <1v1> 6423949
6488086 <1v1> 6488087
6806506 <1v1> 6806510
7022637 <1v1> 7022638
7796791 <1v1> 7796792
8258729 <1v1> 8258728
8483795 <1v1> 8483797
8554207 <1v1> 8554187
9039982 <1v1> 9039981
9167340 <1v1> 9167344
10186088 <1v1> 10186087
10429730 <1v1> 10429731
12000159 <1v1> 12000160
13713260 <1v1> 13713240
14828639 <1v1> 14828642
15706234 <1v1> 15706216
15958112 <1v1> 15958110
19731540 <1v1> 19731543
24804356 <1v1> 24804359
24851099 <1v1> 24851102
25070274 <1v1> 25070277
26835183 <1v1> 26835186
30579789 <1v1> 30579775
30975347 <1v1> 30975348
32095981 <1v1> 32095994
32770006 <1v1> 32770009
35654139 <1v1> 35654141
37392750 <1v1> 37392755
38223869 <1v1> 38223848
39718249 <1v1> 61430025
39743008 <1v1> 61405265
39743373 <1v1> 61404892
39745436 <1v1> 61402839
39747406 <1v1> 61400868
39747989 <1v1> 61400278
39763416 <1v1> 61384856
39764470 <1v1> 61383797
39772676 <1v1> 61375598
39775008 <1v1> 61373266
39777796 <1v1> 61370468
39780074 <1v1> 61368200
39788017 <1v1> 61360256
39788806 <1v1> 61359468
39794964 <1v1> 61353296
39795786 <1v1> 61352481
39798854 <1v1> 61349412
39799743 <1v1> 61348530
39803355 <1v1> 61344909
39813750 <1v1> 61334520
39814767 <1v1> 61333497
39818077 <1v1> 61330188
39846789 <1v1> 61301484
39847882 <1v1> 61300388
40178614 <1v1> 62148581
40178654 <1v1> 62148541
40178777 <1v1> 62148418
40179598 <1v1> 62147597
40179677 <1v1> 62147518
40179678 <1v1> 62147517
40179793 <1v1> 62147402
40179861 <1v1> 62147333
40179866 <1v1> 62147328
40182466 <1v1> 62144731
40182784 <1v1> 62144413
40182821 <1v1> 62144376
40182825 <1v1> 62144372
40182826 <1v1> 62144371
40182844 <1v1> 62144353
40182895 <1v1> 62144302
40185267 <1v1> 62141930
40185282 <1v1> 62141915
40185283 <1v1> 62141914
40185291 <1v1> 62141906
40185304 <1v1> 62141893
40185502 <1v1> 62141695
40185506 <1v1> 62141691
40185534 <1v1> 62141663
40185612 <1v1> 62141585
40185798 <1v1> 62141399
40185799 <1v1> 62141398
40185810 <1v1> 62141387
40185813 <1v1> 62141384
40186845 <1v1> 62140352
40186881 <1v1> 62140316
40186934 <1v1> 62140263
40186942 <1v1> 62140255
40186960 <1v1> 62140237
40186968 <1v1> 62140229
40312925 <1v1> 61062201
40313318 <1v1> 61061808
40313548 <1v1> 61061578
40313578 <1v1> 61061548
40313593 <1v1> 61061526
40313696 <1v1> 61061430
40313704 <1v1> 61061422
40313720 <1v1> 61061406
40313995 <1v1> 61061131
40313996 <1v1> 61061130
40313998 <1v1> 61061128
40314003 <1v1> 61061123
40314302 <1v1> 61060813
40314363 <1v1> 61060763
40314466 <1v1> 61060660
40314529 <1v1> 61060597
40314534 <1v1> 61060592
40314568 <1v1> 61060558
40314573 <1v1> 61060553
40315313 <1v1> 61059813
40315317 <1v1> 61059809
40315400 <1v1> 61059726
40315575 <1v1> 61059551
40315671 <1v1> 61059455
