63995 <1v1> 22321
63999 <1v1> 22325
64007 <1v1> 22333
64009 <1v1> 22335
64011 <1v1> 22337
81721 <1v1> 40049
162623 <1v1> 120941
475498 <1v1> 433819
1808586 <1v1> 1766913
2312140 <1v1> 2270457
2608778 <1v1> 2567095
6146921 <1v1> 6105232
7894872 <1v1> 7853186
8320188 <1v1> 8278502
8671336 <1v1> 8629633
9455333 <1v1> 9413650
9648786 <1v1> 9607083
9955109 <1v1> 9913406
11205767 <1v1> 11164057
12046251 <1v1> 12004765
12692788 <1v1> 12651290
12774913 <1v1> 12733398
13154086 <1v1> 13112585
13336777 <1v1> 13295257
14444277 <1v1> 14402775
16193196 <1v1> 16151688
16865130 <1v1> 16823631
16901066 <1v1> 16859550
16901071 <1v1> 16859555
16901090 <1v1> 16859574
16902895 <1v1> 16861383
16902898 <1v1> 16861386
16904625 <1v1> 16863114
16910246 <1v1> 16868743
16911950 <1v1> 16870448
16940393 <1v1> 16898896
17393316 <1v1> 17351825
20536102 <1v1> 20494615
21745995 <1v1> 21704508
23311643 <1v1> 23270170
23744555 <1v1> 23703047
23835308 <1v1> 23793818
23904545 <1v1> 23863068
27609296 <1v1> 27567781
30005320 <1v1> 29963845
30632228 <1v1> 30590735
33894415 <1v1> 33852924
38503709 <1v1> 38462210
39510297 <1v1> 39468807
45598796 <1v1> 45557305
46230189 <1v1> 46188698
48148553 <1v1> 48107064
48450711 <1v1> 48409303
48450713 <1v1> 48409305
48473020 <1v1> 48431610
48473021 <1v1> 48431611
48499734 <1v1> 48458335
48527653 <1v1> 48486402
48533673 <1v1> 48496240
48533722 <1v1> 48496289
49185006 <1v1> 49147593
50895867 <1v1> 50858422
51469532 <1v1> 51432082
51471296 <1v1> 51437285
53315135 <1v1> 53281115
53315153 <1v1> 53281133
54716188 <1v1> 54682162
55108421 <1v1> 55074391
56339889 <1v1> 56305865
57180055 <1v1> 57146028
58180361 <1v1> 58194635
60785797 <1v1> 60800093
60802408 <1v1> 60816704
60804721 <1v1> 60819029
60806665 <1v1> 60820970
60806674 <1v1> 60820979
60811850 <1v1> 60826164
60811860 <1v1> 60826174
60811867 <1v1> 60826181
60811869 <1v1> 60826183
60811871 <1v1> 60826185
60811889 <1v1> 60826203
60858810 <1v1> 60873142
63903866 <1v1> 63918176
64796619 <1v1> 64810945
64976324 <1v1> 64990650
65023533 <1v1> 65037859
68012845 <1v1> 67963702
72398183 <1v1> 72349037
73174853 <1v1> 73125704
74193074 <1v1> 74143924
75416736 <1v1> 75367586
75435342 <1v1> 75386175
82659636 <1v1> 82610484
83443880 <1v1> 83394705
87995009 <1v1> 87945860
89736440 <1v1> 89687291
95305100 <1v1> 95586255
96044850 <1v1> 96326023
98998236 <1v1> 99279384
100175801 <1v1> 100456958
101054356 <1v1> 101335513
101375984 <1v1> 101657156
101615801 <1v1> 101896940
103103600 <1v1> 103384757
103404797 <1v1> 103685954
103423775 <1v1> 103704932
103655260 <1v1> 103936415
110220497 <1v1> 110501651
111051155 <1v1> 111332309
111981701 <1v1> 112262849
112792158 <1v1> 113073312
113551967 <1v1> 113833121
114333602 <1v1> 114614759
116595699 <1v1> 116876853
117599264 <1v1> 117880418
119334688 <1v1> 119615836
120674070 <1v1> 120955223
120674073 <1v1> 120955226
120674147 <1v1> 120955300
120674222 <1v1> 120955375
120674225 <1v1> 120955378
120674247 <1v1> 120955400
120674282 <1v1> 120955435
120674295 <1v1> 120955448
120674340 <1v1> 120955493
120674348 <1v1> 120955501
120674412 <1v1> 120955565
120674462 <1v1> 120955615
120674515 <1v1> 120955668
120674527 <1v1> 120955680
120674561 <1v1> 120955714
120674572 <1v1> 120955725
120674594 <1v1> 120955747
120674712 <1v1> 120955865
120674731 <1v1> 120955884
120674779 <1v1> 120955932
120674798 <1v1> 120955951
120674886 <1v1> 120956039
120674912 <1v1> 120956065
120674922 <1v1> 120956075
120674969 <1v1> 120956122
120675071 <1v1> 120956224
120675101 <1v1> 120956254
120675109 <1v1> 120956262
120675182 <1v1> 120956335
120675214 <1v1> 120956367
120675251 <1v1> 120956404
120675323 <1v1> 120956476
120675353 <1v1> 120956506
120675366 <1v1> 120956519
120675390 <1v1> 120956543
120675413 <1v1> 120956566
120675419 <1v1> 120956572
120675475 <1v1> 120956628
120675480 <1v1> 120956633
120675543 <1v1> 120956696
120675572 <1v1> 120956725
120675603 <1v1> 120956756
120675611 <1v1> 120956764
120675624 <1v1> 120956777
120675704 <1v1> 120956857
120675706 <1v1> 120956859
120675741 <1v1> 120956894
120675810 <1v1> 120956963
120675812 <1v1> 120956965
120675873 <1v1> 120957026
120675883 <1v1> 120957036
120675921 <1v1> 120957074
120675929 <1v1> 120957082
120675968 <1v1> 120957121
120675987 <1v1> 120957140
120676030 <1v1> 120957183
120676032 <1v1> 120957185
120676048 <1v1> 120957201
120676071 <1v1> 120957224
120676105 <1v1> 120957258
120676142 <1v1> 120957295
120676152 <1v1> 120957305
120676181 <1v1> 120957334
120676208 <1v1> 120957361
120676213 <1v1> 120957366
120676214 <1v1> 120957367
122265942 <1v1> 122547096
125486700 <1v1> 125767858
127064218 <1v1> 127345376
134263474 <1v1> 134544633
135710294 <1v1> 135991440
135913043 <1v1> 136194202
137809009 <1v1> 138090143
139978998 <1v1> 140260157
143832647 <1v1> 144113806
143863346 <1v1> 144144505
144796303 <1v1> 145078554
144801375 <1v1> 145083599
144813893 <1v1> 145096113
144818622 <1v1> 145100790
144849229 <1v1> 145131438
147140577 <1v1> 147422791
147763909 <1v1> 148046098
148149987 <1v1> 148432223
148184454 <1v1> 148466672
148757804 <1v1> 149040018
151364947 <1v1> 151647147
151622600 <1v1> 151904813
151767153 <1v1> 152049366
158757231 <1v1> 159039456
158773761 <1v1> 159055968
159429737 <1v1> 159711942
159805531 <1v1> 160087743
161336826 <1v1> 161619039
161917645 <1v1> 162199858
164378853 <1v1> 164661048
166396328 <1v1> 166678546
167167293 <1v1> 167449481
169603352 <1v1> 169885561
171118377 <1v1> 171400572
172846283 <1v1> 173128494
173597043 <1v1> 173879254
174689455 <1v1> 174971666
176531521 <1v1> 176813734
176996461 <1v1> 177278674
177539315 <1v1> 177821533
181247568 <1v1> 181529781
182309219 <1v1> 182591437
184215222 <1v1> 184497435
184790248 <1v1> 185072461
186492333 <1v1> 186774548
189217458 <1v1> 189499668
192032075 <1v1> 192314287
194320315 <1v1> 194599587
194630855 <1v1> 194910125
194719845 <1v1> 194999117
195199031 <1v1> 195478318
195199032 <1v1> 195478319
195199044 <1v1> 195478331
195199050 <1v1> 195478337
195199053 <1v1> 195478340
195199062 <1v1> 195478349
195199086 <1v1> 195478373
195199100 <1v1> 195478387
195199109 <1v1> 195478396
195199110 <1v1> 195478397
195199114 <1v1> 195478401
195199130 <1v1> 195478417
195199135 <1v1> 195478422
195199145 <1v1> 195478432
195199154 <1v1> 195478441
195199214 <1v1> 195478501
195199235 <1v1> 195478522
195199249 <1v1> 195478536
195199250 <1v1> 195478537
195199264 <1v1> 195478551
195199272 <1v1> 195478559
195199282 <1v1> 195478569
195199285 <1v1> 195478572
195199290 <1v1> 195478577
195199304 <1v1> 195478591
195199305 <1v1> 195478592
195199315 <1v1> 195478602
195199340 <1v1> 195478627
195199354 <1v1> 195478641
195199357 <1v1> 195478644
195199363 <1v1> 195478650
195199366 <1v1> 195478653
195199375 <1v1> 195478662
195199381 <1v1> 195478668
195199382 <1v1> 195478669
195199401 <1v1> 195478688
195199403 <1v1> 195478690
195199420 <1v1> 195478707
195199432 <1v1> 195478719
195199433 <1v1> 195478720
195199440 <1v1> 195478727
195199473 <1v1> 195478760
195199477 <1v1> 195478764
195199480 <1v1> 195478767
195199516 <1v1> 195478803
195199532 <1v1> 195478819
195199543 <1v1> 195478830
195199588 <1v1> 195478875
195199604 <1v1> 195478891
195199632 <1v1> 195478919
195199701 <1v1> 195478958
195199714 <1v1> 195478971
195199715 <1v1> 195478972
195199837 <1v1> 195479094
195199840 <1v1> 195479097
195199844 <1v1> 195479101
195199850 <1v1> 195479107
195199881 <1v1> 195479138
195199883 <1v1> 195479140
195199953 <1v1> 195479210
195199986 <1v1> 195479243
195200009 <1v1> 195479266
195200032 <1v1> 195479289
195200155 <1v1> 195479412
195200182 <1v1> 195479439
195200210 <1v1> 195479467
195200215 <1v1> 195479472
195200220 <1v1> 195479477
195200298 <1v1> 195479555
195200414 <1v1> 195479660
195200415 <1v1> 195479661
195200439 <1v1> 195479685
195200801 <1v1> 195480047
195200813 <1v1> 195480059
195200837 <1v1> 195480083
195200839 <1v1> 195480085
195201072 <1v1> 195480318
195201475 <1v1> 195480710
195201634 <1v1> 195480858
195201648 <1v1> 195480872
195201650 <1v1> 195480874
195201663 <1v1> 195480887
195201664 <1v1> 195480888
195201683 <1v1> 195480907
195201820 <1v1> 195481044
195203894 <1v1> 195483103
195210836 <1v1> 195483993
195210865 <1v1> 195484022
195211017 <1v1> 195484174
195211051 <1v1> 195484208
195211055 <1v1> 195484212
195211139 <1v1> 195484295
195211201 <1v1> 195484357
195211214 <1v1> 195484370
195211253 <1v1> 195484409
195211344 <1v1> 195484500
195211394 <1v1> 195484550
195211397 <1v1> 195484553
195211409 <1v1> 195484565
195211508 <1v1> 195484664
195211526 <1v1> 195484682
195211552 <1v1> 195484708
195211555 <1v1> 195484711
195211567 <1v1> 195484723
195211600 <1v1> 195484756
195211622 <1v1> 195484778
195211633 <1v1> 195484789
195211655 <1v1> 195484811
195211656 <1v1> 195484812
195211658 <1v1> 195484814
195211663 <1v1> 195484819
195211686 <1v1> 195484842
195211718 <1v1> 195484874
195211756 <1v1> 195484915
195211768 <1v1> 195484927
195211782 <1v1> 195484941
195211788 <1v1> 195484947
195211794 <1v1> 195484953
195211846 <1v1> 195485005
195211857 <1v1> 195485016
195211860 <1v1> 195485019
195211866 <1v1> 195485025
195211881 <1v1> 195485040
195211899 <1v1> 195485058
195211922 <1v1> 195485081
195211940 <1v1> 195485099
195211952 <1v1> 195485111
