322833 <1v1> 322834
904764 <1v1> 904758
904787 <1v1> 904776
904793 <1v1> 904782
906996 <1v1> 906413
909966 <1v1> 909694
910005 <1v1> 909733
910024 <1v1> 909752
910028 <1v1> 909756
910029 <1v1> 909757
910044 <1v1> 909772
910101 <1v1> 909829
910107 <1v1> 909835
910118 <1v1> 909846
910291 <1v1> 910019
910352 <1v1> 910080
910455 <1v1> 910183
910458 <1v1> 910186
910463 <1v1> 910191
910464 <1v1> 910192
910859 <1v1> 910587
910898 <1v1> 910626
911763 <1v1> 911513
933988 <1v1> 933734
961276 <1v1> 961037
961278 <1v1> 961039
969667 <1v1> 969429
974485 <1v1> 974249
983480 <1v1> 983244
983486 <1v1> 983250
3707927 <1v1> 3707688
3776715 <1v1> 3776482
4713817 <1v1> 4713584
5279619 <1v1> 5279387
6585904 <1v1> 6585672
6932657 <1v1> 6932425
8263356 <1v1> 8263119
8600278 <1v1> 8600040
8985085 <1v1> 8984853
10006091 <1v1> 10005859
10339726 <1v1> 10339474
11618210 <1v1> 11617978
12001813 <1v1> 12001581
12276061 <1v1> 12275829
13528392 <1v1> 13528161
14876914 <1v1> 14876685
15470947 <1v1> 15470717
17863197 <1v1> 17862949
18421501 <1v1> 18421271
19473047 <1v1> 19472817
19533288 <1v1> 19533058
19807958 <1v1> 19807729
21636189 <1v1> 21635962
23220792 <1v1> 23220566
23925528 <1v1> 23925301
24418579 <1v1> 24418352
25076696 <1v1> 25076469
26229429 <1v1> 26229177
26695254 <1v1> 26806643
26695274 <1v1> 26806623
26695293 <1v1> 26806604
26695320 <1v1> 26806577
26695327 <1v1> 26806570
26695374 <1v1> 26806523
26695389 <1v1> 26806508
26695415 <1v1> 26806482
26695433 <1v1> 26806464
26695524 <1v1> 26806373
26695560 <1v1> 26806337
26695613 <1v1> 26806284
26695645 <1v1> 26806252
26695685 <1v1> 26806212
26695740 <1v1> 26806157
26695791 <1v1> 26806106
26695793 <1v1> 26806104
26695819 <1v1> 26806078
26695822 <1v1> 26806075
26696005 <1v1> 26805892
26696050 <1v1> 26805847
26696114 <1v1> 26805783
26696160 <1v1> 26805737
26696166 <1v1> 26805731
26696277 <1v1> 26805620
26696316 <1v1> 26805581
26696376 <1v1> 26805521
26696481 <1v1> 26805416
26696504 <1v1> 26805393
26696543 <1v1> 26805354
26696567 <1v1> 26805330
26696620 <1v1> 26805277
26696797 <1v1> 26805100
26696846 <1v1> 26805051
26696857 <1v1> 26805040
26696900 <1v1> 26804997
26697047 <1v1> 26804850
26697060 <1v1> 26804837
26697072 <1v1> 26804825
26697118 <1v1> 26804779
26697164 <1v1> 26804733
26697180 <1v1> 26804717
26697240 <1v1> 26804657
26697489 <1v1> 26804408
26697522 <1v1> 26804375
26697553 <1v1> 26804344
26697559 <1v1> 26804338
26697593 <1v1> 26804304
26697594 <1v1> 26804303
26697633 <1v1> 26804264
26697695 <1v1> 26804202
26697717 <1v1> 26804180
26697909 <1v1> 26803988
26698016 <1v1> 26803881
26698164 <1v1> 26803733
26698220 <1v1> 26803677
26698254 <1v1> 26803643
26698353 <1v1> 26803544
