3058316 <1v1> 3140300
3131916 <1v1> 3213876
3474159 <1v1> 4894330
3503579 <1v1> 3585549
3609891 <1v1> 3691865
4211681 <1v1> 4293687
5220603 <1v1> 5302568
7349410 <1v1> 7431401
7501390 <1v1> 7583389
7810123 <1v1> 7842114
9599039 <1v1> 9631000
9676743 <1v1> 9708721
11601892 <1v1> 11583773
11985876 <1v1> 11967778
12660188 <1v1> 12642070
12990091 <1v1> 12971973
13726439 <1v1> 13708331
14751667 <1v1> 94827059
15286456 <1v1> 15268338
16063686 <1v1> 16180054
18804914 <1v1> 18786801
22234620 <1v1> 22216504
22244528 <1v1> 22226412
23106842 <1v1> 23088726
23218340 <1v1> 23200224
23341520 <1v1> 23323442
23395692 <1v1> 23377619
23720188 <1v1> 23702091
24026987 <1v1> 24008871
24241575 <1v1> 24223500
24264288 <1v1> 24246190
25405638 <1v1> 25387522
25512752 <1v1> 25494636
26194652 <1v1> 26176546
26230153 <1v1> 26212044
27554764 <1v1> 27536657
28203374 <1v1> 28185258
30717390 <1v1> 30699274
32485749 <1v1> 32467634
34214014 <1v1> 34195940
34775086 <1v1> 34756995
36261766 <1v1> 36243651
36428032 <1v1> 36409953
36809000 <1v1> 36790939
37409992 <1v1> 37550741
37693798 <1v1> 37834565
38129875 <1v1> 38270623
39755852 <1v1> 39896642
40215398 <1v1> 40356158
40475790 <1v1> 40616544
41918140 <1v1> 42058894
42999700 <1v1> 43140452
43005256 <1v1> 43146050
43510474 <1v1> 43651250
44385365 <1v1> 44526120
45111099 <1v1> 45251861
45232688 <1v1> 45373454
45547050 <1v1> 45692666
45547057 <1v1> 45692659
45547113 <1v1> 45692607
45547118 <1v1> 45692602
45547169 <1v1> 45692551
45548139 <1v1> 45691581
45548164 <1v1> 45691556
45548406 <1v1> 45691314
45548418 <1v1> 45691302
45548439 <1v1> 45691281
45548784 <1v1> 45690936
45548864 <1v1> 45690856
45548865 <1v1> 45690855
45549146 <1v1> 45690574
45549158 <1v1> 45690562
45549239 <1v1> 45690481
45549290 <1v1> 45690430
45549332 <1v1> 45690388
45549456 <1v1> 45690264
45549695 <1v1> 45690025
45549814 <1v1> 45689906
45549899 <1v1> 45689821
45550170 <1v1> 45689550
45550303 <1v1> 45689417
45550312 <1v1> 45689408
45550471 <1v1> 45689249
45550558 <1v1> 45689162
45550595 <1v1> 45689125
45551660 <1v1> 45688060
45551674 <1v1> 45688046
45551902 <1v1> 45687814
45583089 <1v1> 45723884
45583091 <1v1> 45723886
45583096 <1v1> 45723891
45583097 <1v1> 45723892
45609911 <1v1> 45750506
46020641 <1v1> 46161234
46365203 <1v1> 46505769
46662286 <1v1> 46802867
46818140 <1v1> 46963968
46821867 <1v1> 46960241
46825111 <1v1> 46956997
47160359 <1v1> 47300986
47208647 <1v1> 47349249
47858777 <1v1> 47999378
47872441 <1v1> 48013043
47911592 <1v1> 48052208
47929232 <1v1> 48069852
47929235 <1v1> 48069855
47940447 <1v1> 48081070
47940459 <1v1> 48081082
48237600 <1v1> 48378168
48237873 <1v1> 48378441
48237880 <1v1> 48378448
48237901 <1v1> 48378469
48238167 <1v1> 48378735
48238447 <1v1> 48379015
48238521 <1v1> 48379089
48238577 <1v1> 48379145
48238578 <1v1> 48379146
48238649 <1v1> 48379217
48238917 <1v1> 48379485
48238925 <1v1> 48379493
48240360 <1v1> 48380928
48243015 <1v1> 48383574
48269486 <1v1> 48410043
48269495 <1v1> 48410052
48270311 <1v1> 48410868
48273969 <1v1> 48414493
48273972 <1v1> 48414496
48445578 <1v1> 48587215
48693220 <1v1> 48834810
48693222 <1v1> 48834812
48742866 <1v1> 48885583
48742868 <1v1> 48885585
48742869 <1v1> 48885586
48899551 <1v1> 49042025
48907458 <1v1> 49049930
48926961 <1v1> 49069309
48928252 <1v1> 49070595
48941364 <1v1> 49084453
48941391 <1v1> 49084480
48955446 <1v1> 49098507
48962556 <1v1> 49105623
48971544 <1v1> 49114606
48971545 <1v1> 49114607
48971637 <1v1> 49114698
48971653 <1v1> 49114714
48971733 <1v1> 49114794
48971796 <1v1> 49114857
48971859 <1v1> 49114920
49012469 <1v1> 49156132
49012500 <1v1> 49156163
49012526 <1v1> 49156189
49012609 <1v1> 49156272
49012777 <1v1> 49156440
49012779 <1v1> 49156442
49012827 <1v1> 49156490
49012836 <1v1> 49156499
49013106 <1v1> 49156769
49013110 <1v1> 49156773
49013133 <1v1> 49156795
49013669 <1v1> 49157331
49013670 <1v1> 49157332
49013680 <1v1> 49157342
49013701 <1v1> 49157363
49013706 <1v1> 49157368
49013720 <1v1> 49157382
49013732 <1v1> 49157394
49019193 <1v1> 49162855
49019247 <1v1> 49162909
49019748 <1v1> 49163410
49019751 <1v1> 49163413
49019998 <1v1> 49163660
49020078 <1v1> 49163740
49020240 <1v1> 49163902
49020307 <1v1> 49163969
49020495 <1v1> 49164157
49020516 <1v1> 49164178
49020565 <1v1> 49164227
49020602 <1v1> 49164264
49020682 <1v1> 49164344
49037827 <1v1> 49181477
49037867 <1v1> 49181517
49046978 <1v1> 49190522
49192623 <1v1> 49336177
49194108 <1v1> 49337661
49200938 <1v1> 49344512
49201162 <1v1> 49344740
49204077 <1v1> 49347635
49454379 <1v1> 49689981
49821992 <1v1> 50057465
49906830 <1v1> 50142181
49956304 <1v1> 50191659
50289998 <1v1> 50547014
51431726 <1v1> 51688795
51433402 <1v1> 51690471
51433870 <1v1> 51690939
51434074 <1v1> 51691143
51448063 <1v1> 51704977
51616630 <1v1> 51873560
52633145 <1v1> 52604126
52750352 <1v1> 52737123
52762230 <1v1> 52725285
52762270 <1v1> 52725245
52850159 <1v1> 52821133
52850161 <1v1> 52821135
52895589 <1v1> 52866558
52922941 <1v1> 52893912
52923067 <1v1> 52894038
52923095 <1v1> 52894066
52953878 <1v1> 52924690
52978175 <1v1> 52948967
53108771 <1v1> 53079605
53336481 <1v1> 53307300
53373015 <1v1> 53346124
53490543 <1v1> 53463598
53528665 <1v1> 53501693
53534851 <1v1> 53507885
53707878 <1v1> 53680928
53707879 <1v1> 53680929
53912523 <1v1> 53886103
53914718 <1v1> 53888300
54131240 <1v1> 54104815
56084680 <1v1> 56058235
61727971 <1v1> 62510029
61799453 <1v1> 62579988
62348565 <1v1> 63249853
62356701 <1v1> 63241717
62405059 <1v1> 63193358
62405071 <1v1> 63193345
63033881 <1v1> 63814035
67133199 <1v1> 67913373
68490057 <1v1> 69270224
69138007 <1v1> 69918167
70334139 <1v1> 71114308
71980537 <1v1> 72760708
72074592 <1v1> 72854754
72074671 <1v1> 72854808
72080251 <1v1> 72860410
72080289 <1v1> 72860372
72080290 <1v1> 72860371
72080339 <1v1> 72860322
72080371 <1v1> 72860290
72080381 <1v1> 72860280
72080397 <1v1> 72860264
72085903 <1v1> 72866065
72123865 <1v1> 72904026
72125018 <1v1> 72905179
72130319 <1v1> 72910481
72136119 <1v1> 72916278
72136121 <1v1> 72916280
72136130 <1v1> 72916289
72136175 <1v1> 72916334
72136929 <1v1> 72917088
72180299 <1v1> 72960472
72830630 <1v1> 73610795
72830720 <1v1> 73610885
72831180 <1v1> 73611345
72831316 <1v1> 73611481
72831779 <1v1> 73611944
