139871 <1v1> 146087
150909 <1v1> 157114
152688 <1v1> 158898
621991 <1v1> 628196
1089757 <1v1> 1096028
1389146 <1v1> 1395359
1758083 <1v1> 1756339
5318090 <1v1> 5316367
5633294 <1v1> 5631568
6782602 <1v1> 6780876
7641662 <1v1> 7639933
7678528 <1v1> 7676802
8263275 <1v1> 8261556
8830388 <1v1> 8828652
9040108 <1v1> 9038383
9471213 <1v1> 9469488
9471214 <1v1> 9469489
9475071 <1v1> 9473264
9475088 <1v1> 9473281
9475123 <1v1> 9473314
9475139 <1v1> 9473325
9475180 <1v1> 9473366
9475193 <1v1> 9473379
9475871 <1v1> 9474057
9475873 <1v1> 9474059
9476039 <1v1> 9474224
9476043 <1v1> 9474228
9476189 <1v1> 9474375
9476363 <1v1> 9474548
9476402 <1v1> 9474587
9476522 <1v1> 9474708
9476581 <1v1> 9474767
9476607 <1v1> 9474793
9476617 <1v1> 9474803
9476696 <1v1> 9474881
9476751 <1v1> 9474936
9476787 <1v1> 9474972
9476816 <1v1> 9475001
9476821 <1v1> 9475006
9476864 <1v1> 9475049
9476869 <1v1> 9475054
9476890 <1v1> 9475075
9476896 <1v1> 9475081
9476900 <1v1> 9475085
9476918 <1v1> 9475107
9487443 <1v1> 9485797
9490919 <1v1> 9489275
9827155 <1v1> 9825532
11605229 <1v1> 11603606
12231224 <1v1> 12229591
12603334 <1v1> 12601708
18310542 <1v1> 18308920
19597701 <1v1> 19596076
20879594 <1v1> 20877970
21369860 <1v1> 21368239
21853616 <1v1> 21851994
23422924 <1v1> 23421302
24050850 <1v1> 24049228
26801566 <1v1> 26799952
27227174 <1v1> 27225551
28053682 <1v1> 28052061
35692239 <1v1> 35690618
35717322 <1v1> 35715699
36263083 <1v1> 36261459
39302707 <1v1> 39301088
40248068 <1v1> 40246449
40481634 <1v1> 40479595
41167888 <1v1> 41165872
42557351 <1v1> 42555319
42663094 <1v1> 42661078
42741591 <1v1> 42739578
47033770 <1v1> 47031750
48186787 <1v1> 48184771
48756685 <1v1> 48754685
53791421 <1v1> 52925255
56314759 <1v1> 55448593
57661802 <1v1> 56795631
57871748 <1v1> 57005584
59315292 <1v1> 58449127
59806170 <1v1> 58940505
59808974 <1v1> 58943256
60343488 <1v1> 59477772
61249128 <1v1> 60383409
61824473 <1v1> 60958756
62752345 <1v1> 61886631
64142268 <1v1> 63276549
65001298 <1v1> 64135581
65273202 <1v1> 64407485
66668495 <1v1> 65802778
69202899 <1v1> 68337178
69492653 <1v1> 68509627
70336132 <1v1> 69470418
70421898 <1v1> 69556179
70429506 <1v1> 69563789
70434470 <1v1> 69568753
71652904 <1v1> 70787188
72726269 <1v1> 71860528
72821863 <1v1> 71956134
74464285 <1v1> 73598570
74769554 <1v1> 73903838
75426371 <1v1> 74560616
75426376 <1v1> 74560621
75426381 <1v1> 74560626
75426382 <1v1> 74560627
75426383 <1v1> 74560628
75426413 <1v1> 74560655
75426460 <1v1> 74560693
75426629 <1v1> 74560844
75426632 <1v1> 74560846
75426653 <1v1> 74560867
75426658 <1v1> 74560870
75426687 <1v1> 74560897
75426714 <1v1> 74560934
75426761 <1v1> 74560983
75426765 <1v1> 74560987
75426797 <1v1> 74561029
75426798 <1v1> 74561030
75426800 <1v1> 74561032
75426801 <1v1> 74561033
75426898 <1v1> 74561129
75426975 <1v1> 74561216
75426980 <1v1> 74561224
75426992 <1v1> 74561244
75427176 <1v1> 74561435
75427178 <1v1> 74561437
75427201 <1v1> 74561461
75427209 <1v1> 74561469
75427233 <1v1> 74561504
75427249 <1v1> 74561525
75427253 <1v1> 74561530
75427257 <1v1> 74561534
75427359 <1v1> 74561633
75493855 <1v1> 74568674
75501462 <1v1> 74576280
75518219 <1v1> 74592991
75518247 <1v1> 74593016
75848824 <1v1> 74923618
76013268 <1v1> 75088059
76568479 <1v1> 75643296
77198701 <1v1> 76277547
77303594 <1v1> 76382440
79587897 <1v1> 78666741
83245081 <1v1> 82323915
88551217 <1v1> 87630057
90228420 <1v1> 89307288
91033646 <1v1> 90112494
91223960 <1v1> 90302804
91710156 <1v1> 90789006
94970721 <1v1> 94049571
96646302 <1v1> 95725150
96734139 <1v1> 95812989
97554487 <1v1> 96633337
99416682 <1v1> 98495547
101093845 <1v1> 100172664
101099288 <1v1> 100178121
102054205 <1v1> 101133049
103378551 <1v1> 102457396
103552261 <1v1> 102631105
103771502 <1v1> 102850347
103774517 <1v1> 102853363
103806308 <1v1> 102885154
105585246 <1v1> 104664090
106450969 <1v1> 105529813
110925369 <1v1> 110004214
113275036 <1v1> 112353868
114486833 <1v1> 113565676
115441898 <1v1> 114520743
119297434 <1v1> 118376280
119950975 <1v1> 119029827
121622305 <1v1> 120701148
122721713 <1v1> 121800553
138254752 <1v1> 137333577
138593240 <1v1> 137672087
139400043 <1v1> 138478890
141870836 <1v1> 140949683
141965935 <1v1> 141044782
143739593 <1v1> 142818441
146608161 <1v1> 145687010
149937385 <1v1> 149016234
151681730 <1v1> 150760554
151770174 <1v1> 150849023
153884098 <1v1> 152962940
155497648 <1v1> 154576497
155787676 <1v1> 154866532
157512225 <1v1> 156591074
157521024 <1v1> 156599888
161199436 <1v1> 160278305
161956025 <1v1> 161034874
163383496 <1v1> 162462345
169271985 <1v1> 168350835
169341790 <1v1> 168420640
173687007 <1v1> 172765857
174342565 <1v1> 173421416
175935900 <1v1> 175014725
176248773 <1v1> 175327598
179594369 <1v1> 178673198
180684974 <1v1> 179763822
181128041 <1v1> 180206889
182502618 <1v1> 181581441
182541830 <1v1> 181620662
184034676 <1v1> 183113524
184056701 <1v1> 183135544
184474050 <1v1> 183552898
185908649 <1v1> 184987496
186021947 <1v1> 185100774
189082349 <1v1> 188161196
10001 36444 + 10001 36444
36446 44197 + 36445 44196
44198 49059 + 44202 49063
49060 49449 + 49165 49554
49450 56901 + 49556 57007
56902 61063 + 57009 61170
61064 66126 + 61172 66234
66128 66236 + 66235 66343
66237 73647 + 66345 73755
73649 76724 + 73756 76831
76725 78948 + 76833 79056
78950 82292 + 79057 82399
82293 83496 + 82401 83604
83498 83499 + 83605 83606
83500 83536 + 83608 83644
83537 85997 + 83646 86106
85998 86017 + 86108 86127
86018 86032 + 86129 86143
86034 86035 + 86144 86145
86037 86102 + 86146 86211
86103 87314 + 86213 87424
87315 87626 + 87426 87737
87627 89857 + 87739 89969
89858 96328 + 89971 96441
96330 96534 + 96442 96646
96535 99365 + 96649 99479
99367 101943 + 99480 102056
101944 103562 + 102058 103676
103564 104822 + 103677 104935
104823 107459 + 104937 107573
107460 112294 + 107575 112409
112296 112594 + 112410 112708
112595 113135 + 112710 113250
113136 113558 + 113252 113674
113559 115247 + 113677 115365
115248 115255 + 115367 115374
115256 115411 + 115377 115532
115412 115958 + 115537 116083
115965 119277 + 116084 119396
119278 120000 + 119398 120120
120001 122648 + 120121 122768
122651 124902 + 122769 125020
124903 124930 + 125022 125049
125479 125748 + 125598 125867
125901 126564 + 126020 126683
127009 127334 + 133267 133592
127336 128757 + 133593 135014
128759 129001 + 135015 135257
129003 129488 + 135258 135743
129525 134971 + 135744 141190
134973 139882 + 141191 146100
139885 145273 + 146101 151489
145274 146964 + 151495 153185
146970 147350 + 153186 153566
147362 150049 + 153567 156254
150054 150299 + 156255 156500
150300 150926 + 156502 157128
150927 152285 + 157132 158490
152286 152695 + 158495 158904
152696 159660 + 158906 165870
159661 732061 + 165872 738272
732062 1423146 + 738274 1429358
1478647 1488692 + 1476922 1486967
1488695 8621569 + 1486968 8619842
8621570 8799203 + 8619844 8797477
8818204 9274642 + 8816478 9272916
9324643 9462668 + 9322917 9460942
9462669 9463038 + 9460944 9461313
9463039 9468985 + 9461315 9467261
9468987 9469764 + 9467262 9468039
9469766 9471212 + 9468040 9469486
9471214 9471224 + 9469487 9469497
9471227 9475396 + 9469498 9473667
9475398 9475480 + 9473668 9473750
9475481 9475598 + 9473752 9473869
9475600 9475687 + 9473870 9473957
9475688 9475775 + 9473959 9474046
9475776 9475779 + 9474048 9474051
9475781 9475937 + 9474052 9474208
9475938 9475939 + 9474219 9474220
9475940 9475941 + 9474230 9474231
